Instruction,Response
Definição de usuário,"Entende-se por usuário do serviço público qualquer pessoa física ou jurídica que se beneficia ou utiliza, efetiva ou potencialmente, de serviço público (art. 2º, Inciso I)"
Informações sobre a Carta de Serviços da Proeg,"A Proeg disponibiliza a Carta de Serviços em formato digital, no site da Proeg, contendo lista de serviços separados por Departamentos e Coordenações e com os contatos disponíveis para atendimento presencial e eletrônico. Assim, os usuários poderão facilmente buscar as informações que necessitam."
Quais informações posso encontrar na Carta de Serviços VERSÃO FEV 2024.txt?,"A Carta de Serviços VERSÃO FEV 2024.txt contém informações sobre os serviços prestados pela Pró-Reitoria de Ensino de Graduação (Proeg), as formas de acesso a esses serviços, compromissos e padrões de qualidade de atendimento ao público. O documento está disponível em formato digital no site da Proeg e contém uma lista de serviços separados por departamentos e coordenações, bem como os contatos para atendimento presencial e eletrônico. Além disso, a Carta também esclarece quem são os usuários destes serviços públicos, conforme conceito definido pela Lei Federal nº 13.460/2017."
O que é a Proeg?,"A Proeg é a Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas (UFAM), responsável pelos fluxos de processos administrativos e acadêmicos da instituição. Sua sigla é Proeg e seu endereço eletrônico é www.proeg.ufam.edu.br. Seu horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Seus representantes são o Pró-Reitor David Lopes Neto, a Pró-Reitora Adjunta Vanessa Klisia de Aguiar Gonçalves Ferreira, a Procuradora Educacional Institucional (PEI) Silvia Cristina Conde Nogueira e a Secretaria da Câmara de Ensino de Graduação Rayanne Pacheco da Costa."
Quem é a Secretária da Pró-Reitoria?,Lívia Mendes Silva
Quem é a Coordenadora de Registro de Diploma?,Núbia Rodrigues de Souza
Descubra quem é a Coordenadora de Orientação Acadêmica.,Déia da Silva Trindade
Encontre o e-mail da Comissão Permanente de Gestão do Acervo Acadêmico.,solangeh@ufam.edu.br
Quem é a Diretora do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Qual é a missão da Pró-Reitoria?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
O que é a Secretaria da Pró-Reitoria?,"A Secretaria da Pró-Reitoria é a responsável por promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Como obter informações sobre a missão da Pró-Reitoria da Universidade Federal do Amazonas?,"Para obter informações sobre a missão da Pró-Reitoria da Universidade Federal do Amazonas, é necessário acessar o arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt5 que contém dados atualizados sobre a legislação acadêmica de Graduação da UFAM. Neste arquivo, é possível encontrar informações detalhadas sobre a atuação da Pró-Reitoria no âmbito da Ufam, como a promoção da Política do Ensino de Graduação de qualidade, a governança pública em conformidade com a legislação brasileira e institucional para o ensino superior, entre outros princípios e valores éticos e morais."
Quais são os departamentos da Pró-Reitoria?,"Os departamentos da Pró-Reitoria são: o Departamento de Registro Acadêmico, o Departamento de Legislação e Normas, o Departamento de Apoio ao Ensino, o Departamento de Programas Acadêmicos, a Coordenadoria de Orientação Acadêmica, a Coordenadoria de Matrícula, a Coordenadoria de Registro e Controle, a Coordenadoria de Registro de Diploma e a Coordenadoria de Apoio ao Usuário do Sistema Acadêmico."
Quais são os valores da Proeg?,"Os valores da Proeg são: ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Quais as competências da Coordenadora de Registro e Controle?,"A Coordenadora de Registro e Controle da Secretaria da Pró-Reitoria da Ufam tem como competências a excelência, adaptabilidade e comprometimento permanente por meio de programas, fluxos e processos, como a realização de atividades práticas, estágios e demais atividades que permitam a imersão universitária garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação."
Quais os valores da Pró-Reitoria?,"Os valores da Pró-Reitoria são ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Departamento de Registro Acadêmico,Izaura Maria da Silva Jardim
Missão,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Como localizar a diretora do Departamento de Registro Acadêmico?,Lívia Mendes Silva
Quais são os valores que a Pró-Reitoria adota?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Secretaria da Pró-Reitoria,Lívia Mendes Silva
Quais são os departamentos responsáveis por cada atividade acadêmica?,"Os departamentos responsáveis são: Departamento de Registro Acadêmico, Departamento de Legislação e Normas, Departamento de Apoio ao Ensino, Departamento de Programas Acadêmicos."
Qual a missão da Pró-Reitoria?,"A missão é promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quem é o responsável pelo Diretório do Departamento de Programas Acadêmicos?,Jane Maria Castro Guidão é a atual diretora do Departamento de Programas Acadêmicos.
Quais são os valores que norteiam a atuação da Proeg?,"Os valores que norteiam a atuação da Proeg são ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Quem é a Coordenadora de Matrícula?,A Coordenadora de Matrícula é Jeane Cristina Lima
Qual é o endereço da Secretaria da Pró-Reitoria?,"O endereço da Secretaria da Pró-Reitoria é Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário"
Qual é a missão da Pró-Reitoria de Graduação da Universidade Federal do Amazonas?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quais são os valores da Pró-Reitoria de Graduação da Universidade Federal do Amazonas?,"Ética, Responsabilidade, Respeito, Transparência Pública, Democracia, Sinergia, Comprometimento, Comunicação Efetiva, Diversidade, Inclusão Social, Justiça Social, Excelência, Sustentabilidade, Formação Cidadã e Qualidade de Ensino."
Dados para contato,"Secretaria da Pró-Reitoria: Lívia Mendes Silva Diretora do Departamento de Registro Acadêmico: Izaura Maria da Silva Jardim Diretora do Departamento de Legislação e Normas: Caroline de Oliveira Collyer Diretor do Departamento de Apoio ao Ensino: João Rakson Angelim da Silva Diretora do Departamento de Programas Acadêmicos: Jane Maria Castro Guidão Coordenadora de Orientação Acadêmica: Déia da Silva Trindade Coordenadora de Matrícula: Jeane Cristina Lima Coordenadora de Registro e Controle: Adriana Andrade Cabral Coordenadora de Registro de Diploma: Núbia Rodrigues de Souza Coordenadora de Apoio ao Usuário do Sistema Acadêmico: Yara Cláudia Renovato dos Santos Souza Comissão Permanente de Gestão do Acervo Acadêmico: Solange Huber dos Santos 08 Presencial Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário"
Quais são as competências da Pró-Reitoria?,"A Pró-Reitoria é responsável por promover a Política do Ensino de Graduação de qualidade na UFAM, seguindo a Governança Pública e a legislação brasileira e institucional para o ensino superior. Suas competências incluem excelência, adaptabilidade e comprometimento permanente, por meio de programas, fluxos e processos, garantindo a realização de atividades práticas, estágios e demais atividades que contribuam para a imersão universitária e garantam o ensino, o aprendizado, a permanência e a conclusão da graduação."
Qual o nome da Secretaria da Pró-Reitoria?,Lívia Mendes Silva
Qual o nome da Diretora do Departamento de Programas Acadêmicos?,Jane Maria Castro Guidão
Qual o nome da diretora do Departamento de Registro Acadêmico?,Izaura Maria da Silva Jardim
Qual é a missão da comissão permanente de gestão do acervo acadêmico?,"Promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quais são as competências da Pró-Reitoria de Graduação da Universidade Federal do Amazonas?,"As competências da Pró-Reitoria de Graduação da Universidade Federal do Amazonas são excelência, adaptabilidade e comprometimento permanente por meio de programas, fluxos e processos, como a realização de atividades práticas, estágios e demais atividades que permitam a imersão universitária garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação."
Qual é o endereço da Pró-Reitoria de Graduação da Universidade Federal do Amazonas?,"O endereço da Pró-Reitoria de Graduação da Universidade Federal do Amazonas é Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário."
Em que campus é a Secretaria da Pró-Reitoria da Universidade Federal do Amazonas (UFAM)?,"A Secretaria da Pró-Reitoria da UFAM está localizada no Campus Universitário, na Av. Rodrigo Otávio, 6.200, Coroado 1."
Quais são as competências da Pró-Reitoria de Graduação da UFAM?,"A Pró-Reitoria de Graduação da UFAM é responsável por promover a Política do Ensino de Graduação de qualidade, garantindo a excelência, adaptabilidade e comprometimento permanente por meio de programas, fluxos e processos, como a realização de atividades práticas, estágios e demais atividades que permitam a imersão universitária, garantindo o ensino, o aprendizado, a permanência e a conclusão da graduação."
Quem é a coordenadora de Orientação Acadêmica da UFAM?,A coordenadora de Orientação Acadêmica da UFAM é Déia da Silva Trindade.
Como verificar o nome do Diretor do Departamento de Registro Acadêmico?,Lívia Mendes Silva
Como verificar o endereço presencial da Universidade Federal do Amazonas?,"Av. Rodrigo Otávio, 6.200, Coroado 1, Campus Universitário"
O que é o Departamento de Registro Acadêmico?,"O Departamento de Registro Acadêmico é um departamento responsável pela coordenação de registro, controle e orientação dos processos acadêmicos relacionados a graduação na Universidade Federal do Amazonas."
Quais são os valores da Pró-Reitoria?,"Os valores da Pró-Reitoria são ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
O que é a missão da Secretaria de Graduação da Universidade Federal do Amazonas (UFAM)?,"A Secretaria de Graduação da Universidade Federal do Amazonas (UFAM) tem como missão promover a Política do Ensino de Graduação de qualidade, no âmbito da Ufam, por meio da Governança Pública em conformidade com a legislação brasileira e institucional para o ensino superior."
Quais são os valores da Secretaria de Graduação da Universidade Federal do Amazonas (UFAM)?,"Os valores da Secretaria de Graduação da Universidade Federal do Amazonas (UFAM) são: ética, responsabilidade, respeito, transparência pública, democracia, sinergia, comprometimento, comunicação efetiva, diversidade, inclusão social, justiça social, excelência, sustentabilidade, formação cidadã e qualidade de ensino."
Onde fica a Reitoria da Universidade Federal do Amazonas (UFAM)?,"A Reitoria da Universidade Federal do Amazonas fica no Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM. O horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Na Reitoria, é possível encontrar o Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) que fornece atendimento à comunidade acadêmica e público em geral, oferecendo orientações sobre assuntos de graduação, informações sobre como formalizar processos, dentre outros. O contato pode ser feito de forma remota, por e-mail (coaproeg@ufam.edu.br) ou whatsapp ((92)99318-2699)."
Qual é o horário de funcionamento do Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA)?,"O horário de funcionamento do Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Você pode entrar em contato pelo e-mail coaproegufam.edu.br ou pelo Whatsapp: (92)99318-2699."
Qual é a função da Câmara de Ensino de Graduação (CEG)?,"A Câmara de Ensino de Graduação (CEG) é responsável por julgar questões relacionadas ao Ensino de Graduação da Universidade, sendo uma instância deliberativa setorial ligada ao Conselho de Ensino, Pesquisa e Extensão (Consepe). Para acessar os serviços da CEG, clique no link disponibilizado."
a coordenada,"A COA é responsável pelo atendimento a comunidade acadêmica e público em geral, orientações sobre assuntos de graduação, informações sobre como formalizar processos, dentre outros. Para ter acesso a esses serviços, o aluno pode entrar em contato por meio de e-mail, telefone ou WhatsApp. O atendimento é realizado de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
a Câmara de Ensino de Graduação,"A Câmara de Ensino de Graduação (CEG) é responsável por julgar questões relacionadas ao Ensino de Graduação da Universidade, sendo uma instância deliberativa setorial ligada ao Conselho de Ensino, Pesquisa e Extensão (Consepe). Para ter acesso aos serviços oferecidos pela CEG, o aluno pode acessar o link disponibilizado no texto."
Onde fica a Câmara de Ensino de Graduação?,"A Câmara de Ensino de Graduação fica na CEP: 69080-900, Senador Arthur Virgílio Filho - Setor Norte, Reitoria. Funcionamento Segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Quais os principais serviços ofertados pela Departamento de Legislação e Normas?,O Departamento de Legislação e Normas presta assessoria referente às normas que regem o Ensino de Graduação no âmbito da Ufam. Acesse aqui os serviços ofertados: http://www.ufam.edu.br/departamentos/dln.
como funciona o atendimento da Coordenação de Orientação Acadêmica (COA),"O atendimento da Coordenação de Orientação Acadêmica (COA) da Universidade Federal do Amazonas (UFAM) é um serviço de atendimento presencial e eletrônico oferecido à comunidade acadêmica e ao público em geral. O funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. O atendimento remoto pode ser feito por e-mail (coaproeg@ufam.edu.br) ou pelo Whatsapp (92)99318-2699. O COA oferece orientações sobre assuntos de graduação e informações sobre como formalizar processos, entre outros."
Como entrar em contato com Coordenação de Orientação Acadêmica?,"Para entrar em contato com a Coordenação de Orientação Acadêmica você pode enviar um e-mail para coaproegufam.edu.br ou enviar uma mensagem pelo Whatsapp para (92)99318-2699. O horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual a função do Departamento de Registro Acadêmico?,"O Departamento de Registro Acadêmico é responsável por gerenciar as atividades de ingresso e saída (diplomação) dos alunos na Ufam. Além disso, o departamento oferece serviços por meio das Coordenações de Orientação Acadêmica, Matrícula, Registro e Controle, Registro de Diplomas e Apoio ao Usuário do Sistema. Para mais informações, acesse o site do departamento."
Quais os horários de funcionamento e o endereço do Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA)?,"O Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. O endereço é Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, Manaus-AM."
Quais os serviços ofertados pela Câmara de Ensino de Graduação (CEG)?,"A Câmara de Ensino de Graduação (CEG) oferece serviços relacionados ao Ensino de Graduação da Universidade, incluindo julgamento de questões e decisões, e faz parte do Conselho de Ensino, Pesquisa e Extensão (Consepe) da UFAM."
Como obter informações sobre os serviços de graduação da Universidade Federal do Amazonas?,"Você pode contatar o Serviço de Atendimento Presencial e Eletrônico da Coordenação de Orientação Acadêmica (COA) pelo e-mail coaproegufam.edu.br ou pelo whatsapp (92)99318-2699. Também é possível acessar a lista dos serviços ofertados pela Proeg ou entrar em contato com a Câmara de Ensino de Graduação (CEG), que é responsável por julgar questões relacionadas ao Ensino de Graduação da Universidade. Além disso, a Procuradoria Educacional Institucional (PEI) é responsável pelas informações do Cadastro e-MEC e o Departamento de Legislação e Normas é responsável por prestar assessoria referente às normas de Ensino de Graduação da Ufam."
Como entrar em contato com a Coordenação de Orientação Acadêmica?,"O contato com a Coordenação de Orientação Acadêmica pode ser feito de forma presencial, no horário de funcionamento da Universidade, ou por meio de e-mail (coaproegufam.edu.br) e whatsapp (92)99318-2699."
Quais são os serviços ofertados pela Procuradoria Educacional Institucional?,A Procuradoria Educacional Institucional é responsável pelas informações do Cadastro e-MEC para fins de realização do Enade e também é o órgão responsável pelas informações da UFAM junto ao INEP.
Quais serviços são ofertados pela Proeg?,"Existem 10 serviços ofertados pela Proeg, que incluem atendimento presencial e eletrônico, orientação acadêmica, suporte para formalização de processos e outros. Para mais informações, por favor acesse o site da Proeg da UFAM."
O que é a Câmara de Ensino de Graduação?,"A Câmara de Ensino de Graduação (CEG) é uma instância deliberativa setorial vinculada ao Consepe, responsável por julgar questões relacionadas ao Ensino de Graduação na Universidade Federal do Amazonas (UFAM). Para mais detalhes sobre a CEG e seus serviços, acesse o site da UFAM."
Qual o endereço e horário de funcionamento da Coordenação de Orientação Acadêmica (COA),"O endereço da Coordenação de Orientação Acadêmica (COA) é Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM. O horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Além do atendimento presencial, a COA também oferece atendimento eletrônico por e-mail (coaproeg@ufam.edu.br) e WhatsApp (92)99318-2699."
Qual é o endereço da Procuradoria Educacional Institucional?,"O endereço da Procuradoria Educacional Institucional é Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM."
Quais são os horários de funcionamento do Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA)?,"O Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual é a Câmara de Ensino de Graduação (CEG)?,"A CEG é instância deliberativa setorial ligada ao Consepe, com competência para julgar questões relacionadas ao Ensino de Graduação da Universidade."
Onde está localizada a Procuradoria Educacional Institucional (PEI)?,"A PEI está localizada na Câmara de Ensino de Graduação (CEG), que é uma instância deliberativa setorial ligada ao Consepe, com competência para julgar questões relacionadas ao Ensino de Graduação da Universidade."
Como posso solicitar informações sobre os processos de graduação?,"Para informações sobre os processos de graduação, acesse o site da Coordenação de Orientação Acadêmica (COA) disponibilizado pela Pró-reitoria de Ensino e Graduação (PROEG). Caso tenha dúvidas ou precise de orientações, entre em contato com o atendimento presencial ou eletrônico através do e-mail coaproegufam.edu.br ou pelo Whatsapp (92)99318-2699."
Como entrar em contato com o Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA)?,"O Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) pode ser contatado através do e-mail coaproeg@ufam.edu.br ou pelo Whatsapp (92)99318-2699. Também é possível comparecer pessoalmente no endereço Senador Arthur Virgílio Filho - Setor Norte, Reitoria, CEP: 69080-900, Manaus-AM, de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Como posso entrar em contato com o serviço de atendimento presencial e eletrônico?," O serviço de atendimento presencial e eletrônico está disponível de segunda a sexta-feira, das 8h às 12h e das 13h às 17h, através do e-mail coaproeg@ufam.edu.br ou pelo whatsapp (92)99318-2699. O atendimento é realizado pela Coordenação de Orientação Acadêmica (COA) e oferece orientações sobre assuntos relacionados à graduação, informações sobre como formalizar processos, entre outros."
Onde posso encontrar o funcionamento e contato da Coordenação de Orientação Acadêmica (COA)?,"As informações de funcionamento e contato da Coordenação de Orientação Acadêmica (COA) podem ser encontradas no  Serviço de Atendimento Presencial e Eletrônico da Universidade Federal do Amazonas (UFAM), na página da Coordenação de Orientação Acadêmica (COA) no endereço eletrônico http://www.ufam.edu.br/coaproeg, pelo e-mail coaproeg@ufam.edu.br ou pelo WhatsApp (92)99318-2699"
Onde posso encontrar informações sobre os horários de atendimento da Coordenação de Orientação Acadêmica (COA)?,"Os horários de atendimento da COA são: Segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Para obter mais informações, entre em contato através de remoto (e-mail coaproegufam.edu.br ou Whatsapp: (92)99318-2699)."
Quais são os serviços oferecidos pelo Departamento de Registro Acadêmico (DRA)?,"O Departamento de Registro Acadêmico (DRA) oferece serviços relacionados ao ingresso e saída (diplomação) dos alunos na Ufam, tais como: Coordenação de Orientação Acadêmica, Matrícula, Registro e Controle, Registro de Diplomas e Apoio ao Usuário do Sistema. Para mais informações, acesse o site da Ufam e procure pelo DRA."
Qual é o endereço do Serviço de Atendimento Presencial e Eletrônico da Coordenação de Orientação Acadêmica (COA)?,"O endereço do Serviço de Atendimento Presencial e Eletrônico da Coordenação de Orientação Acadêmica (COA) é: Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM. Funcionamento Segunda a sexta-feira, das 8h às 12h e das 13h às 17h. E-mail-coaproegufam.edu.br Whatsapp: (92)99318-2699."
Qual é o horário de funcionamento do atendimento presencial da Coordenação de Orientação Acadêmica (COA)?,"Segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual é o email para entrar em contato com a Procuradoria Educacional Institucional (PEI)?,coaproeg@ufam.edu.br
Coordenação de Orientação Acadêmica,A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Acesse aqui para obter mais informações sobre a COA e os serviços disponíveis.
Coordenação de Registro de Diploma,A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Acesse aqui para obter mais informações sobre a CRD e os procedimentos necessários para registro e emissão de diplomas.
Onde posso acessar os serviços da Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA)?,Acesse aqui os serviços da Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA).
Quem é o responsável por publicizar as informações de interesse da comunidade acadêmica e sociedade em geral?,A Comunicação Proeg é responsável por publicizar as informações de interesse da comunidade acadêmica e sociedade em geral. Conheça a Comunicação e os seus serviços.
O que é COA?,A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Acesse aqui.
O que é CRC?,"A Coordenação de Registro e Controle (CRC) é quem acompanha o desempenho da vida acadêmica do aluno, acompanhando os lançamentos de registros no Histórico Escolar, bem como todas as atividades necessárias para o discente chegar à Colação de Grau. Acesse aqui."
como acessar a Coordenação de Orientação Acadêmica?,"Para acessar a Coordenação de Orientação Acadêmica, basta clicar no link https://proeg.ufam.edu.br/coordenacoes/coordenacao-de-orientacao-academica-coa.html. A Coordenação oferece atendimento presencial e online para a comunidade acadêmica e sociedade em geral."
qual é a função da Comissão Permanente de Gestão do Arquivo Acadêmico?,"A Comissão Permanente de Gestão do Arquivo Acadêmico é responsável por gerir a documentação produzida e recebida no âmbito da Pró-Reitoria de Ensino de Graduação (PROEG). Para mais informações, acesse o link https://proeg.ufam.edu.br/coordenacoes/comissao-permanente-de-gestao-do-arquivo-academico-cpgaa.html."
Qual o papel da Coordenação de Orientação Acadêmica?,"A Coordenação de Orientação Acadêmica é responsável por prestar atendimento à comunidade acadêmica e sociedade em geral, tanto de forma presencial quanto online. Para acessar os serviços oferecidos pela COA, basta acessar o link disponibilizado."
Onde posso encontrar informações sobre a Coordenação de Registro de Diploma?,As informações sobre a Coordenação de Registro de Diploma podem ser encontradas no link disponibilizado. Essa coordenação é responsável por registrar e expedir os diplomas de graduação e pós-graduação.
O que é a Coordenação de Registro e Controle (CRC)?,"A Coordenação de Registro e Controle (CRC) é responsável pelo acompanhamento do desempenho acadêmico dos alunos, realizando o lançamento de registros no Histórico Escolar e auxiliando em todas as atividades necessárias para a Colação de Grau. Para acessar os serviços oferecidos pela CRC, acesse o link disponibilizado."
Quais são as atribuições da Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA)?,"A Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA) é responsável pela gestão da documentação produzida e recebida pela Pró-Reitoria de Ensino de Graduação da UFAM. Para conhecer mais sobre a atuação da CPGAA e os serviços oferecidos, acesse o link disponibilizado."
Onde posso obter informações sobre o acompanhamento do desempenho da vida acadêmica do aluno?,"Para obter informações sobre o acompanhamento do desempenho da vida acadêmica do aluno, acesse a Coordenação de Registro e Controle (CRC) através do link: https://proeg.ufam.edu.br/crc/."
Quais são os serviços prestados pela Comunicação Proeg?,"A Comunicação Proeg é responsável por publicizar as informações de interesse da comunidade acadêmica e sociedade em geral. Para conhecer os serviços oferecidos pela Comunicação Proeg, acesse o link: https://proeg.ufam.edu.br/comunicacao-proeg/."
qual é o papel da Coordenação de Orientação Acadêmica (COA)?,"O papel da Coordenação de Orientação Acadêmica (COA) é prestar atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para acessar informações ou solicitar serviços, clique aqui."
Quais são as atribuições da Coordenação de Registro e Controle (CRC)?,"As atribuições da Coordenação de Registro e Controle (CRC) incluem acompanhar o desempenho da vida acadêmica do aluno, acompanhando os lançamentos de registros no Histórico Escolar, bem como todas as atividades necessárias para o discente chegar à Colação de Grau. Para acessar informações ou solicitar serviços, clique aqui."
O que é a Coordenação de Orientação Acadêmica?,"A Coordenação de Orientação Acadêmica (COA) é responsável por prestar atendimento à comunidade acadêmica e sociedade em geral, tanto de forma presencial quanto online. Para acessar os serviços da COA, acesse o link indicado."
O que é a Coordenação de Apoio ao Usuário do Sistema Acadêmico?,"A Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) é responsável por auxiliar departamentos e coordenações em relação à administração de dados no Sistema de Informação para o Ensino (SIE). Para acessar mais informações sobre a CAUSA e seus serviços, acesse o link indicado."
Acesse aqui Coordenação de Matrícula (CM),A Coordenação de Matrícula (CM) pode ser acessada por meio do link que pode ser encontrado na seção de serviços acadêmicos da página da UFAM.
Conheça a Comunicação e os seus serviços,"Para conhecer a Comunicação Proeg e os seus serviços, acesse a seção correspondente no site da UFAM, onde é possível encontrar informações úteis para a comunidade acadêmica e sociedade em geral."
Como acessar a Coordenação de Orientação Acadêmica (COA)?,"A Coordenação de Orientação Acadêmica (COA) pode ser acessada de forma presencial e online pela comunidade acadêmica e sociedade em geral. Para acessar online, acesse o link disponibilizado no arquivo ou, caso prefira o atendimento presencial, dirija-se ao local indicado."
Como acessar a Coordenação de Registro de Diploma (CRD)?,"A Coordenação de Registro de Diploma (CRD) pode ser acessada de forma online pela comunidade acadêmica e sociedade em geral. Para acessar, basta clicar no link disponibilizado no arquivo."
Qual é a coordenação que assessora os departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino SIE?,A Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) assessora departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino SIE. Acesse aqui.
Qual é a comissão responsável pela gestão relacionadas à documentação produzida e recebida no âmbito da Proeg?,A Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA) é responsável pela gestão relacionadas à documentação produzida e recebida no âmbito da Proeg. Acesse aqui.
acessar Coordenação de Orientação Acadêmica (COA),"O atendimento à comunidade acadêmica e sociedade em geral é prestado pela Coordenação de Orientação Acadêmica (COA) tanto de forma presencial quanto online. Para acessá-lo, clique no link disponibilizado."
acessar Coordenação de Matrícula (CM),"A Coordenação de Matrícula (CM) é responsável por executar todos os procedimentos relacionados à inserção ou exclusão de discentes no Sistema Acadêmico. Para acessar o serviço, clique no link disponibilizado."
Coordenação de Orientação Acadêmica (COA),"A Coordenação de Orientação Acadêmica (COA) presta atendimento à comunidade acadêmica e sociedade em geral, podendo ser tanto presencial quanto online. Para acessar os serviços da COA, basta clicar no link disponível em nosso site. Lá, você encontrará todas as informações sobre orientação acadêmica."
Coordenação de Registro de Diploma (CRD),"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Para acessar os serviços da CRD, basta clicar no link disponível em nosso site. Lá, você encontrará todas as informações sobre registro e emissão de diplomas."
Qual é o serviço responsável por registrar e expedir os diplomas de graduação e de pós-graduação?,"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Para acessar informações sobre este serviço, acesse o link: https://www.ufam.edu.br/proeg/crd"
