Instruction,Response
Para finalizar o processo de oferta da disciplina/turma: ,O coordenador deve acessar o SIE e verificar se a disciplina/turma está com situação de matrícula permitindo que o aluno visualize a oferta no Portal do Aluno.
Qual é o objetivo da Portaria?,"O objetivo é aprovar procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas."
Quais leis e normas são consideradas nessa Portaria?,"Foram consideradas a Lei nº 12.711/2012, regulamentada pelos Decretos nº 7.824/2012 e nº 9.034/207, a Portaria MPOG nº 4/2018, as Portarias Normativas MEC nº 18/2012, nº 21/2012 e nº 09/2017, além da Recomendação nº 41 do Conselho Nacional de Justiça e a decisão de Arguição de Descumprimento de Preceito Fundamental (ADPF) 186, publicada em 26 de abril de 2012, pelo Supremo Tribunal Federal."
Fale sobre a Lei n 12.711/2012.,"A Lei n 12.711/2012 é uma lei que regulamenta o ingresso nas Universidades Federais e nas Instituições de Ensino Técnico de Nível Médio. É importante conhecê-la para entender as regras e critérios aplicados nos processos que apuram fraudes no uso de cotas destinadas a pretos, pardos e indígenas."
Qual é o objetivo deste documento?,"Estabelecer procedimentos e critérios a serem aplicados nos processos administra tivos que apuram denúncias de supostas fraudes no uso de cotas desinadas a pretos, pardos e indígenas."
Quais são as leis e regulamentos que são levados em consideração neste documento?,"Lei n 12.711/2012, Decretos n 7.824/2012 e n 9.034/207, Portaria MPOG n 4/2018, Portarias Normativas MEC n 18/2012, n 21/2012, n 09/2017, Recomendação n 41 do Conselho Nacional de Justiça e a decisão de ADPF 186 do Supremo Tribunal Federal."
Qual o número da portaria?,"Portaria Nº 48, de 16 de julho de 2019"
Quais as considerações levadas em conta na elaboração da portaria?,"Foram levadas em conta a Lei n 12.711/2012, regulamentada pelos Decretos n 7.824/2012 e n 9.034/207, a Portaria MPOG n 4/2018, as Portarias Norma vas MEC n 18/2012, n 21/2012, n 09/2017 e a Recomendação n 41 do Conselho Nacional de Jus ça."
O que a portaria resolve?,"A portaria resolve aprovar procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas."
"Para obter informações sobre procedimentos e critérios a serem aplicados nos processos administrativos de denúncias de fraudes em cotas de universidades federais, acesse o link abaixo:",https://sei.ufam.edu.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=11922
"Para obter informações sobre procedimentos e critérios a serem aplicados nos processos administrativos de denúncias de fraudes em cotas de universidades federais, acesse o link abaixo:",https://sei.ufam.edu.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=11922
Como proceder,"Para proceder, siga as instruções abaixo: \n 1) Acesse o site https://sei.ufam.edu.br/sei/controlador.php?acao=documento_imprimir_webacao_origem=arvore_visualizarid_documento=11922infra_sistem \n 2) Na seção ""Disposições Gerais"", clique em ""Aprovar procedimentos e critérios"" \n 3) Leia atentamente todas as instruções \n 4) Em caso de dúvidas, entre em contato com a Pró-Reitoria de Ensino de Graduação da UFAM"
"Quais são os procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas?","A Portaria nº 48, de 16 de julho de 2019, estabelece os procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas. Os procedimentos e critérios estão descritos nos artigos 1º e 2º da referida portaria."
Quais são os procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de fraudes em cotas?,"Os procedimentos a serem aplicados são: a aprovação do candidato na autodeclaração de pretos, pardos e indígenas, a verificação da comissão de heteroidentificação de candidatos autodeclarados pretos, pardos e indígenas e a análise da documentação apresentada pelo candidato."
Qual a recomendação do Conselho Nacional de Justiça em relação às fraudes no ensino e no emprego?,A recomendação é que os Ministérios Públicos Federais monitorem as Instituições para adotarem medidas de enfrentamento das fraudes no ensino e no emprego.
Qual a data da publicação da portaria?,A data da publicação da portaria é 19/07/2019.
O que a portaria estabelece?,"A portaria estabelece procedimentos e critérios para apurar denúncias de fraudes no uso de cotas para pretos, pardos e indígenas."
Faça uma instrução que especifique o que é necessário fazer para aplicar procedimentos e critérios nos processos que apuram denúncias de possíveis fraudes.,"Para aplicar procedimentos e critérios nos processos que apuram denúncias de possíveis fraudes no uso de cotas destinadas a pretos, pardos e indígenas, é necessário seguir as normas estabelecidas pela Lei nº 12.711/2012, regulamentada pelos Decretos nº 7.824/2012 e nº 9.034/207, pela Portaria MPOG nº 4/2018, e pelas Portarias Normativas MEC nº 18/2012, nº 21/2012, e nº 09/2017. Além disso, é preciso considerar a Recomendação nº 41 do Conselho Nacional de Justiça e a decisão de Arguição de Descumprimento de Preceito Fundamental (ADPF) 186, publicada pelo Supremo Tribunal Federal."
O que o Pró-Reitor de Ensino de Graduação deve fazer?,"O Pró-Reitor de Ensino de Graduação deve aprovar procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas."
Qual o objetivo da Portaria?,"O objetivo da Portaria é estabelecer procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas."
Quais as normas e regulamentos considerados na elaboração da Portaria?,"As normas e regulamentos considerados na elaboração da Portaria incluem a Lei nº 12.711/2012, regulamentada pelos Decretos nº 7.824/2012 e nº 9.034/2017, a Portaria MPOG nº 4/2018, as Portarias Normativas MEC nº 18/2012, nº 21/2012 e nº 09/2017, a Recomendação nº 41 do Conselho Nacional de Justiça e a decisão de Arguição de Descumprimento de Preceito Fundamental (ADPF) 186 do Supremo Tribunal Federal."
Qual a data e o número do documento?,A data é 19/07/2019 e o número do documento é 0010003.
"De acordo com o documento, quais são as leis e portarias que regulamentam o procedimento de heteroidentificação?","As leis mencionadas são a Lei n 12.711/2012, regulamentada pelos Decretos n 7.824/2012 e n 9.034/207, e as Portarias Normativas MEC n 18/2012, n 21/2012, n 09/2017, além da Portaria MPOG n 4/2018."
Quais são os procedimentos e critérios a serem aplicados nos processos administrativos?,"Os procedimentos e critérios que devem ser seguidos nos processos administrativos que apuram denúncias de fraudes no uso de cotas são os aprovados pelo Pró-Reitor de Ensino de Graduação da Universidade Federal do Amazonas, em conformidade com a Lei n 12.711/2012, regulamentada pelos Decretos n 7.824/2012 e n 9.034/207, a Portaria MPOG n 4/2018 e as Portarias Normativas MEC n 18/2012, n 21/2012, n 09/2017 e a Recomendação n 41 do Conselho Nacional de Justiça."
Como a UFAM aborda denúncias sobre fraudes no uso de cotas?,A UFAM aborda denúncias sobre fraudes no uso de cotas através de procedimentos e critérios a serem aplicados nos processos administrativos.
Quais são as leis e recomendações consideradas pela UFAM na criação desses procedimentos?,"A UFAM considera a Lei n 12.711/2012, regulamentada pelos Decretos n 7.824/2012 e n 9.034/207, a Portaria MPOG n 4/2018, as Portarias Normativas MEC n 18/2012, n 21/2012, n 09/2017 e a Recomendação n 41 do Conselho Nacional de Justiça na criação desses procedimentos."
 O que é o cumprimento da Portaria?, O cumprimento da Portaria é a garantia de que procedimentos e critérios serão aplicados na apuração de denúncias de possíveis fraudes no uso de cotas étnico-raciais em processos administrativos.
Quais são as normas que fundamentam a Portaria?,"As normas que fundamentam a Portaria são a Lei n 12.711/2012, regulamentada pelos Decretos n 7.824/2012 e n 9.034/207, a Portaria MPOG n 4/2018, as Portarias Normativas MEC n 18/2012, n 21/2012, n 09/2017 e a Recomendação n 41 do Conselho Nacional de Justiça."
Qual é o objetivo da Portaria nº 48/2019?,"Estabelecer procedimentos e critérios a serem aplicados nos processos administrativos que apuram denúncias de supostas fraudes no uso de cotas destinadas a pretos, pardos e indígenas."
Verifique o uso de cotas,"A Comissão de Heteroidentificação, após identificar a existência de fraude no uso de cotas por parte de candidatos autodeclarados pretos, pardos e indígenas, deve instaurar um processo administrativo para apurar o fato."
Verifique a documentação apresentada,"A comissão deve solicitar ao candidato autodeclarado preto, pardo ou indígena a apresentação de documentos que comprovem sua autodeclaração, tais como fotografias, documentos pessoais e histórico escolar. Em caso de fraude, o candidato será desclassificado do processo seletivo e poderá responder por crime de falsidade ideológica."
